,rank,title,website,employees,sector,industry,hqlocation,hqaddr,hqcity,hqstate,hqzip,hqtel,ceo,ceo_title,address,ticker,fullname,revenues,revchange,profits,prftchange,assets,totshequity,uid
356,357,Charles Schwab,http://www.aboutschwab.com,16200,Financials,Securities,"San Francisco, CA",211 Main St.,San Francisco,CA,94105,415-667-7000,Walter W. Bettinger II,"President, Chief Executive Officer & Director","211 Main St., San Francisco, CA 94105",SCHW,The Charles Schwab Corporation,7644,17.6,1889.0,30.5,223383,16421.0,7d83831deb56d9a02f35995f3be845bd
357,358,Eversource Energy,http://www.eversource.com,7762,Energy,Utilities: Gas and Electric,"Springfield, MA",300 Cadwell Dr.,Springfield,MA,1104,800-286-5000,James J. Judge,"President, Chief Executive Officer & Director","300 Cadwell Dr., Springfield, MA 01104",ES,Eversource Energy,7639,-4.0,942.3,7.3,32053,10712.0,4d4151983d622e06d755d50b10e031a1
358,359,Anixter International,http://www.anixter.com,8900,Wholesalers,Wholesalers: Electronics and Office Equipment,"Glenview, IL",2301 Patriot Blvd.,Glenview,IL,60026,224-521-8000,Robert J. Eck,"President, Chief Executive Officer & Director","2301 Patriot Blvd., Glenview, IL 60026",AXE,Anixter International Inc.,7625,15.6,120.5,-5.6,4094,1292.0,8d3ec2c6d09eb9036160fc5845e4ad3e
359,360,EMCOR Group,http://www.emcorgroup.com,31000,Engineering & Construction,"Engineering, Construction","Norwalk, CT",301 Merritt Seven,Norwalk,CT,6851,203-849-7800,Anthony J. Guzzi,"President, Chief Executive Officer & Director","301 Merritt Seven, Norwalk, CT 06851",EME,"EMCOR Group, Inc.",7552,12.3,181.9,5.6,3894,1537.0,8b7334097f78f2f17c64f25041025ac1
360,361,Assurant,http://www.assurant.com,14700,Financials,Insurance: Property and Casualty (Stock),"New York, NY",28 Liberty St.,New York,NY,10005,212-859-7000,Alan B. Colberg,"President, Chief Executive Officer & Director","28 Liberty St., New York, NY 10005",AIZ,"Assurant, Inc.",7532,-27.1,565.4,299.4,29709,4098.0,f9f0e41187107aef6c02a4722d5d47c8
361,362,CenterPoint Energy,http://www.centerpointenergy.com,7727,Energy,Utilities: Gas and Electric,"Houston, TX",1111 Louisiana St.,Houston,TX,77002,713-207-1111,Scott M. Prochazka,"President, Chief Executive Officer & Director","1111 Louisiana St., Houston, TX 77002",CNP,"CenterPoint Energy, Inc.",7528,1.9,432.0,299.4,21829,3460.0,ad811d1aedbf91171360238b4e64c2d0
362,363,Harris,http://www.harris.com,21000,Technology,Network and Other Communications Equipment,"Melbourne, FL",1025 W. NASA Blvd.,Melbourne,FL,32919,321-727-9100,William M. Brown,"Chairman, President & Chief Executive Officer","1025 W. NASA Blvd., Melbourne, FL 32919",HRS,Harris Corporation,7527,48.1,324.0,-3.0,11996,3056.0,a19b31cebdec13041e62422dc7a12784
363,364,HD Supply Holdings,http://www.hdsupply.com,14000,Wholesalers,Wholesalers: Diversified,"Atlanta, GA",3100 Cumberland Blvd.,Atlanta,GA,30339,770-852-9000,Joseph J. DeAngelo,"Chairman, President & Chief Executive Officer","3100 Cumberland Blvd., Atlanta, GA 30339",HDS,"HD Supply Holdings, Inc.",7524,-14.3,196.0,-86.7,5707,960.0,c0b35361872a18bfd5e6554e6f4a09a1
364,365,PPL,http://www.pplweb.com,12689,Energy,Utilities: Gas and Electric,"Allentown, PA",2 N. Ninth St.,Allentown,PA,18101,610-774-5151,William H. Spence,"Chairman, President & Chief Executive Officer","2 N. Ninth St., Allentown, PA 18101",PPL,PPL Corporation,7517,-2.0,1902.0,178.9,38315,9899.0,043e0f6fae35af0ecd3d015f13d8ced0
365,366,Quest Diagnostics,http://www.questdiagnostics.com,43000,Health Care,Health Care: Pharmacy and Other Services,"Madison, NJ",3 Giralda Farms,Madison,NJ,7940,973-520-2700,Stephen H. Rusckowski,"Chairman, President & Chief Executive Officer","3 Giralda Farms, Madison, NJ 07940",DGX,Quest Diagnostics Incorporated,7515,0.3,645.0,-9.0,10100,4628.0,8adfdaedb7b23e8d18b04626f4ecd7c4
366,367,Williams,http://www.williams.com,5604,Energy,Energy,"Tulsa, OK",1 Williams Center,Tulsa,OK,74172,918-573-2000,Alan S. Armstrong,"President, Chief Executive Officer & Director","1 Williams Center, Tulsa, OK 74172",WMB,"The Williams Companies, Inc.",7499,1.9,-424.0,-9.0,46835,4643.0,6e2aba0f3feb360edd2a89a28a6a8fa5
367,368,WEC Energy Group,http://www.wecenergygroup.com,8074,Energy,Utilities: Gas and Electric,"Milwaukee, WI",231 W. Michigan St.,Milwaukee,WI,53203,414-221-2345,Allen L. Leverett,"President, Chief Executive Officer & Director","231 W. Michigan St., Milwaukee, WI 53203",WEC,"WEC Energy Group, Inc.",7472,26.1,939.0,47.1,30123,8930.0,8800ff905197bc0fbe405fd840f048b5
368,369,Hershey,http://www.thehersheycompany.com,17140,"Food, Beverages & Tobacco",Food Consumer Products,"Hershey, PA",100 Crystal A Dr.,Hershey,PA,17033,717-534-4200,Michele G. Buck,"President, Chief Executive Officer & Director","100 Crystal A Dr., Hershey, PA 17033",HSY,The Hershey Company,7440,0.7,720.0,40.4,5524,786.0,6ec6ad2e3f64a6a571fc33a3d3345343
369,370,AGCO,http://www.agcocorp.com,19795,Industrials,Construction and Farm Machinery,"Duluth, GA",4205 River Green Pkwy.,Duluth,GA,30096,770-813-9200,Martin H. Richenhagen,"Chairman, President & Chief Executive Officer","4205 River Green Pkwy., Duluth, GA 30096",AGCO,AGCO Corporation,7411,-0.8,160.1,-39.9,7168,2776.0,7f2eed14138dd38eb6c43360c5d478f9
370,371,Ralph Lauren,http://www.ralphlauren.com,20500,Apparel,Apparel,"New York, NY",650 Madison Ave.,New York,NY,10022,212-318-7000,Patrice Louvet,"President, Chief Executive Officer & Director","650 Madison Ave., New York, NY 10022",RL,Ralph Lauren Corporation,7405,-2.8,396.0,-43.6,6213,3744.0,f860de2a5d052a235b9c6820df58e66c
371,372,Masco,http://www.masco.com,26000,Household Products,"Home Equipment, Furnishings","Taylor, MI",21001 Van Born Rd.,Taylor,MI,48180,313-274-7400,Keith J. Allman,"President, Chief Executive Officer & Director","21001 Van Born Rd., Taylor, MI 48180",MAS,Masco Corporation,7357,-6.9,491.0,38.3,5137,-298.0,94dbe99dcb7fabb0b710388847ec72c8
372,373,WESCO International,http://www.wesco.com,9000,Wholesalers,Wholesalers: Diversified,"Pittsburgh, PA",225 W. Station Square Dr.,Pittsburgh,PA,15219,412-454-2200,John J. Engel,"Chairman, President & Chief Executive Officer","225 W. Station Square Dr., Pittsburgh, PA 15219",WCC,"WESCO International, Inc.",7336,-2.4,101.6,-51.8,4491,2013.0,c018947225da19f2908ff45caac87299
373,374,LifePoint Health,http://www.lifepointhealth.net,47000,Health Care,Health Care: Medical Facilities,"Brentwood, TN",330 Seven Springs Way,Brentwood,TN,37027,615-920-7000,William F. Carpenter III,Chairman & Chief Executive Officer,"330 Seven Springs Way , Brentwood, TN 37027",LPNT,"LifePoint Health, Inc.",7274,20.9,121.9,-33.0,6319,2180.0,1688d7e20ea7d882186c74fe8b094e76
374,375,National Oilwell Varco,http://www.nov.com,36384,Energy,"Oil and Gas Equipment, Services","Houston, TX",7909 Parkwood Circle Dr.,Houston,TX,77036,713-346-7500,Clay C. Williams,"Chairman, President & Chief Executive Officer","7909 Parkwood Circle Dr., Houston, TX 77036",NOV,"National Oilwell Varco, Inc.",7251,-50.9,-2412.0,-33.0,21140,13940.0,c987628660c60721f880833fee87d6d7
375,376,Kindred Healthcare,http://www.kindredhealthcare.com,76650,Health Care,Health Care: Medical Facilities,"Louisville, KY",680 S. Fourth St.,Louisville,KY,40202,502-596-7300,Benjamin A. Breier,"President, Chief Executive Officer & Director","680 S. Fourth St., Louisville, KY 40202",KND,"Kindred Healthcare, Inc.",7227,1.8,-664.2,-33.0,6113,813.0,3fce778e2f0fe24293693229b12a0278
376,377,Mosaic,http://www.mosaicco.com,8700,Chemicals,Chemicals,"Plymouth, MN",3033 Campus Dr.,Plymouth,MN,55441,763-577-2700,James C. O'Rourke,"President, Chief Executive Officer & Director","3033 Campus Dr., Plymouth, MN 55441",MOS,The Mosaic Company,7163,-19.5,297.8,-70.2,16841,9585.0,229efa43c939cb6f9561582d83f869b8
377,378,Alliance Data Systems,http://www.alliancedata.com,17000,Business Services,Financial Data Services,"Plano, TX",7500 Dallas Pkwy.,Plano,TX,75024,214-494-3000,Edward J. Heffernan,"President, Chief Executive Officer & Director","7500 Dallas Pkwy., Plano, TX 75024",ADS,Alliance Data Systems Corporation,7138,10.8,515.8,-13.5,25514,1658.0,e5720326e353d1f7a41ce555dd9032f8
378,379,Computer Sciences,http://www.dxc.technology,59000,Technology,Information Technology Services,"Tysons, VA",1775 Tysons Blvd.,Tysons,VA,22102,703-876-1000,J. Michael Lawrie,"Chairman, President & Chief Executive Officer","1775 Tysons Blvd., Tysons, VA 22102",ADS,Computer Sciences Corporation,7106,-41.7,251.0,12450.0,7736,2025.0,e1b276e59d410c658a9ff382b8fca875
379,380,Huntington Ingalls Industries,http://www.huntingtoningalls.com%20,37000,Aerospace & Defense,Aerospace and Defense,"Newport News, VA",4101 Washington Ave.,Newport News,VA,23607,757-380-2000,C. Michael Petters,"President, Chief Executive Officer & Director","4101 Washington Ave., Newport News, VA 23607",HII,"Huntington Ingalls Industries, Inc.",7068,0.7,573.0,41.8,6352,1653.0,49ba24f0da174656bf57cee819cc01b4
380,381,Leidos Holdings,http://www.leidos.com,32000,Technology,Information Technology Services,"Reston, VA",11951 Freedom Dr.,Reston,VA,20190,571-526-6000,Roger A. Krone,Chairman & Chief Executive Officer,"11951 Freedom Dr., Reston, VA 20190",LDOS,"Leidos Holdings, Inc.",7043,38.5,244.0,-3.9,9132,3135.0,260088afe06712f0fbd40866fd0654ac
381,382,Erie Insurance Group,http://www.erieinsurance.com,4988,Financials,Insurance: Property and Casualty (Mutual),"Erie, PA",100 Erie Insurance Place,Erie,PA,16530,814-870-2000,Timothy G. NeCastro,"President, Chief Executive Officer & Director","100 Erie Insurance Place, Erie, PA 16530",LDOS,Erie Insurance Group,7016,5.7,741.9,10.7,18417,8528.0,403eba6c06bd4f5e7916a6112233415f
382,383,Tesla,http://www.tesla.com,30025,Motor Vehicles & Parts,Motor Vehicles and Parts,"Palo Alto, CA",3500 Deer Creek Rd.,Palo Alto,CA,94304,650-681-5000,Elon Musk,Chairman & Chief Executive Officer,"3500 Deer Creek Rd., Palo Alto, CA 94304",TSLA,"Tesla, Inc.",7000,73.0,-674.9,10.7,22664,4753.0,27ec613ace058ad15445b5796db5053a
383,384,Ascena Retail Group,http://www.ascenaretail.com,41000,Retailing,Specialty Retailers: Apparel,"Mahwah, NJ",933 MacArthur Blvd.,Mahwah,NJ,7430,551-777-6700,David R. Jaffe,"Chairman, President & Chief Executive Officer","933 MacArthur Blvd., Mahwah, NJ 07430",ASNA,"Ascena Retail Group, Inc.",6995,45.6,-11.9,10.7,5506,1863.0,b74016e3ffd8c2b793903881f9872793
384,385,Darden Restaurants,http://www.darden.com,150942,"Hotels, Restaurants & Leisure",Food Services,"Orlando, FL",1000 Darden Center Dr.,Orlando,FL,32837,407-245-4000,Eugene I. Lee Jr.,"President, Chief Executive Officer & Director","1000 Darden Center Dr., Orlando, FL 32837",DRI,"Darden Restaurants, Inc.",6934,-3.2,375.0,-47.1,4583,1952.0,5aa03798d6ff68a41ad13bb01b432c77
385,386,Harman International Industries,http://www.harman.com,26000,Industrials,"Electronics, Electrical Equipment","Stamford, CT",400 Atlantic St.,Stamford,CT,6901,203-328-3500,Dinesh C. Paliwal,"President, Chief Executive Officer & Director","400 Atlantic St., Stamford, CT 06901",DRI,"Harman International Industries, Incorporated",6912,12.3,361.7,5.6,6054,2453.0,b7322955ad9d5e45feca1590287e052a
386,387,Nvidia,http://www.nvidia.com,10299,Technology,Semiconductors and Other Electronic Components,"Santa Clara, CA",2701 San Tomas Expressway,Santa Clara,CA,95050,408-486-2000,Jen-Hsun Huang,"President, Chief Executive Officer & Director","2701 San Tomas Expressway, Santa Clara, CA 95050",NVDA,NVIDIA Corporation,6910,37.9,1666.0,171.3,9841,5762.0,63fcbc78b7614ef3257601e2b5e41962
387,388,R.R. Donnelley & Sons,http://www.rrdonnelley.com,44360,Media,"Publishing, Printing","Chicago, IL",35 W. Wacker Dr.,Chicago,IL,60601,312-326-8000,Daniel L. Knotts,"President, Chief Executive Officer & Director","35 W. Wacker Dr., Chicago, IL 60601",RRD,R.R. Donnelley & Sons Company,6896,-38.7,-495.9,-428.2,4285,-106.0,6f64e295800c724f832d004c1415a647
388,389,Fifth Third Bancorp,http://www.53.com,17844,Financials,Commercial Banks,"Cincinnati, OH",38 Fountain Square Plaza,Cincinnati,OH,45263,800-972-3030,Greg D. Carmichael,"President, Chief Executive Officer & Director","38 Fountain Square Plaza, Cincinnati, OH 45263",FITB,Fifth Third Bancorp,6889,-2.0,1564.0,-8.6,142177,16205.0,5ea676f325e486609b5c407ef80033f1
389,390,Quintiles IMS Holdings,http://www.quintilesims.com,50000,Health Care,Health Care: Pharmacy and Other Services,"Durham, NC",4820 Emperor Blvd.,Durham,NC,27703,919-998-2000,Ari Bousbib,"Chairman, President & Chief Executive Officer","4820 Emperor Blvd., Durham, NC 27703",Q,"Quintiles IMS Holdings, Inc.",6878,19.9,115.0,-70.3,21208,8633.0,d1ec90eb73ba62473c602d1736d57b70
390,391,Jones Lang LaSalle,http://www.jll.com,77300,Financials,Real Estate,"Chicago, IL",200 E. Randolph Dr.,Chicago,IL,60601,312-782-5800,Christian Ulbrich,"President, Chief Executive Officer & Director","200 E. Randolph Dr., Chicago, IL 60601",JLL,Jones Lang LaSalle Incorporated,6804,14.0,318.2,-27.5,7629,2790.0,eb9f0ac6035feb50091585e4ebb5a880
391,392,Dover,http://www.dovercorporation.com,29000,Industrials,Industrial Machinery,"Downers Grove, IL",3005 Highland Pkwy.,Downers Grove,IL,60515,630-541-1540,Robert A. Livingston,"President, Chief Executive Officer & Director","3005 Highland Pkwy., Downers Grove, IL 60515",DOV,Dover Corporation,6794,-3.3,508.9,-41.5,10116,3800.0,35160b1c17c1d64a7f80eba6e4d6592a
392,393,Spirit AeroSystems Holdings,http://www.spiritaero.com,14400,Aerospace & Defense,Aerospace and Defense,"Wichita, KS",3801 S. Oliver St.,Wichita,KS,67210,316-526-9000,Thomas C. Gentile III,"President, Chief Executive Officer & Director","3801 S. Oliver St., Wichita, KS 67210",SPR,"Spirit AeroSystems Holdings, Inc.",6793,2.2,469.7,-40.4,5405,1928.0,a3429b7948d8e2e56dc4b8b46874116d
393,394,Ryder System,http://www.ryder.com,34500,Transportation,"Trucking, Truck Leasing","Miami, FL",11690 N.W. 105th St.,Miami,FL,33178,305-500-3726,Robert E. Sanchez,Chairman & Chief Executive Officer,"11690 N.W. 105th St., Miami, FL 33178",R,"Ryder System, Inc.",6787,3.3,262.5,-13.9,10903,2052.0,0cdd86ad978fabb2cf47b5c6d710f30c
394,395,A-Mark Precious Metals,http://www.amark.com,83,Materials,Miscellaneous,"Santa Monica, CA",429 Santa Monica Blvd.,Santa Monica,CA,90401,310-587-1477,Gregory N. Roberts,Chief Executive Officer & Director,"429 Santa Monica Blvd., Santa Monica, CA 90401",AMRK,"A-Mark Precious Metals, Inc.",6784,11.8,9.3,31.5,437,63.0,55b31173c4c813047a8a05291bc2bfd5
395,396,Tractor Supply,http://www.tractorsupply.com,19500,Retailing,Specialty Retailers: Other,"Brentwood, TN",5401 Virginia Way,Brentwood,TN,37027,615-440-4000,Gregory A. Sandfort,Chief Executive Officer & Director,"5401 Virginia Way, Brentwood, TN 37027",TSCO,Tractor Supply Company,6780,8.9,437.1,6.5,2675,1453.0,8dbda183c1d2067c04be5492eb5c1679
396,397,Sealed Air,http://www.sealedair.com,23000,Materials,"Packaging, Containers","Charlotte, NC",2415 Cascade Pointe Blvd.,Charlotte,NC,28208,980-221-3235,Jerome A. Peribere,"President, Chief Executive Officer & Director","2415 Cascade Pointe Blvd., Charlotte, NC 28208",SEE,Sealed Air Corporation,6778,-3.6,486.4,45.0,7389,610.0,57ca4b39bc9973e37df9914ca8b5c41c
397,398,Auto-Owners Insurance,http://www.auto-owners.com,4737,Financials,Insurance: Property and Casualty (Mutual),"Lansing, MI",6101 Anacapri Blvd.,Lansing,MI,48917,517-323-1200,Jeffrey F. Harrold,Chairman & Chief Executive Officer,"6101 Anacapri Blvd., Lansing, MI 48917",SEE,Auto-Owners Insurance Group,6775,4.0,706.3,-13.4,21571,9690.0,011c26ece22ba509d1161cd054c4910a
398,399,Yum China Holdings,http://ir.yumchina.com,420000,"Hotels, Restaurants & Leisure",Food Services,"Plano, TX",7100 Corporate Dr.,Plano,TX,75024,972-338-7530,Muktesh Pant,Chief Executive Officer & Director,"7100 Corporate Dr., Plano, TX 75024",YUMC,"Yum China Holdings, Inc.",6752,4.0,502.0,-13.4,3727,2377.0,3678b58c64b7cbfe5610c5cf073e076b
399,400,Calpine,http://www.calpine.com,2372,Energy,Energy,"Houston, TX",717 Texas Ave.,Houston,TX,77002,713-830-2000,John B. Hill,"President, Chief Executive Officer & Director","717 Texas Ave., Houston, TX 77002",CPN,Calpine Corporation,6716,3.8,92.0,-60.9,19317,3268.0,655784954457752461e40b49d5e6fb04
400,401,Owens-Illinois,http://www.o-i.com,27000,Materials,"Packaging, Containers","Perrysburg, OH",1 Michael Owens Way,Perrysburg,OH,43551,567-336-5000,Andres A. Lopez,"President, Chief Executive Officer & Director","1 Michael Owens Way, Perrysburg, OH 43551",OI,"Owens-Illinois, Inc.",6702,8.9,209.0,54.8,9135,254.0,5256563ab2e47526706a9bb61e43b283
401,402,Targa Resources,http://www.targaresources.com,1970,Energy,Pipelines,"Houston, TX",1000 Louisiana St.,Houston,TX,77002,713-584-1000,Joe Bob Perkins,Chief Executive Officer & Director,"1000 Louisiana St., Houston, TX 77002",TRGP,Targa Resources Corp.,6691,0.5,-187.3,-421.3,12871,5439.0,f2375c69a359b7568cbf6d26d43f11e1
402,403,Jones Financial (Edward Jones),http://www.edwardjones.com,43000,Financials,Securities,"Des Peres, MO",12555 Manchester Rd.,Des Peres,MO,63131,314-515-2000,James D. Weddle,Chief Executive Officer & Director,"12555 Manchester Rd., Des Peres, MO 63131",JBLU,"The Jones Financial Companies, L.L.L.P.",6632,-0.9,746.0,-11.0,19424,2634.0,8eaed0818ef3b6664604f20e00a500c1
403,403,JetBlue Airways,http://www.jetblue.com,15986,Transportation,Airlines,"Long Island City, NY",27-01 Queens Plaza N.,Long Island City,NY,11101,718-286-7900,Robin Hayes,"President, Chief Executive Officer & Director","27-01 Queens Plaza N., Long Island City, NY 11101",JBLU,JetBlue Airways Corporation,6632,3.4,759.0,12.1,9487,4013.0,565454a4cd51b9b15a8d1c298eb8d6bd
404,405,Franklin Resources,http://www.franklinresources.com,9059,Financials,Securities,"San Mateo, CA",1 Franklin Pkwy.,San Mateo,CA,94403,650-312-2000,Gregory E. Johnson,Chairman & Chief Executive Officer,"1 Franklin Pkwy., San Mateo, CA 94403",BEN,"Franklin Resources, Inc.",6618,-16.7,1726.7,-15.2,16099,11936.0,beaec802fdf255218b3eb41619962362
405,406,Activision Blizzard,http://www.activisionblizzard.com,9500,Technology,Computer Software,"Santa Monica, CA",3100 Ocean Park Blvd.,Santa Monica,CA,90405,310-255-2000,Robert A. Kotick,"President, Chief Executive Officer & Director","3100 Ocean Park Blvd., Santa Monica, CA 90405",ATVI,"Activision Blizzard, Inc.",6608,41.7,966.0,8.3,17452,9119.0,f1dba952dbd26b70d5ae8695fdb5cdb7
406,407,J.B. Hunt Transport Services,http://www.jbhunt.com,22190,Transportation,"Trucking, Truck Leasing","Lowell, AR",615 J.B. Hunt Corporate Dr.,Lowell,AR,72745,479-820-0000,John N. Roberts III,"President, Chief Executive Officer & Director","615 J.B. Hunt Corporate Dr., Lowell, AR 72745",JBHT,"J.B. Hunt Transport Services, Inc.",6556,5.9,432.1,1.1,3829,1414.0,1e95e94f237f4bdc860a7ce7b2fadf45
407,408,Constellation Brands,http://www.cbrands.com,9000,"Food, Beverages & Tobacco",Beverages,"Victor, NY",207 High Point Dr.,Victor,NY,14564,585-678-7100,Robert S. Sands,"President, Chief Executive Officer & Director","207 High Point Dr., Victor, NY 14564",STZ,"Constellation Brands, Inc.",6548,8.6,1054.9,25.7,16965,6560.0,700f0719b28c4b52b16cd4020f745847
408,409,NCR,http://www.ncr.com,33500,Technology,"Computers, Office Equipment","Duluth, GA",3097 Satellite Blvd.,Duluth,GA,30096,937-445-5000,William R. Nuti,Chairman & Chief Executive Officer,"3097 Satellite Blvd., Duluth, GA 30096",NCR,NCR Corporation,6543,2.7,270.0,25.7,7673,1542.0,d26d370d781249792b15beaf1322c512
409,410,Asbury Automotive Group,http://www.asburyauto.com,7900,Retailing,"Automotive Retailing, Services","Duluth, GA",2905 Premiere Pkwy. N.W.,Duluth,GA,30097,770-418-8200,Craig T. Monaghan,"President, Chief Executive Officer & Director","2905 Premiere Pkwy. N.W., Duluth, GA 30097",ABG,"Asbury Automotive Group, Inc.",6528,-0.9,167.2,-1.2,2336,280.0,4f55dbf603a0430793256bf06ecacdce
410,411,American Financial Group,http://www.afginc.com,7600,Financials,Insurance: Property and Casualty (Stock),"Cincinnati, OH",301 E. Fourth St.,Cincinnati,OH,45202,513-579-2121,"Carl H. Lindner lll, S. Craig Lindner","Co-President, Co-Chief Executive Officer & Director","301 E. Fourth St., Cincinnati, OH 45202",AFG,"American Financial Group, Inc.",6498,5.7,649.0,84.4,55072,4916.0,02b88647c4b9b4dd3cd1b9437d6b3273
411,412,Discovery Communications,http://www.discoverycommunications.com,7000,Media,Entertainment,"Silver Spring, MD",1 Discovery Place,Silver Spring,MD,20910,240-662-2000,David M. Zaslav,"President, Chief Executive Officer & Director","1 Discovery Place, Silver Spring, MD 20910",DISCA,"Discovery Communications, Inc.",6497,1.6,1194.0,15.5,15758,5167.0,93d55f6ea74217e7999bf3be8a20a497
412,413,Berry Global Group,http://www.berryglobal.com,21000,Materials,"Packaging, Containers","Evansville, IN",101 Oakley St.,Evansville,IN,47710,812-424-2904,Thomas E. Salmon,Chief Executive Officer & Director,"101 Oakley St., Evansville, IN 47710",BERY,"Berry Global Group, Inc.",6489,32.9,236.0,174.4,7653,218.0,34f698ac43d81c931b37bd3530faf82d
413,414,Sanmina,http://www.sanmina.com,40178,Technology,Semiconductors and Other Electronic Components,"San Jose, CA",2700 N. First St.,San Jose,CA,95134,408-964-3500,Jure Sola,Chairman & Chief Executive Officer,"2700 N. First St., San Jose, CA 95134",SANM,Sanmina Corporation,6481,1.7,187.8,-50.2,3625,1610.0,73815f0e7d8a9a6d29e107e3f3651928
414,415,CalAtlantic Group,http://www.calatlantichomes.com,3055,Engineering & Construction,Homebuilders,"Arlington, VA",1100 Wilson Blvd.,Arlington,VA,22209,240-532-3806,Larry T. Nicholson,"President, Chief Executive Officer & Director","1100 Wilson Blvd., Arlington, VA 22209",CAA,"CalAtlantic Group, Inc.",6477,83.0,484.7,127.0,8709,4208.0,ced704344420d226254afbb5094ccc97
415,416,Dr Pepper Snapple Group,http://www.drpeppersnapplegroup.com,20000,"Food, Beverages & Tobacco",Beverages,"Plano, TX",5301 Legacy Dr.,Plano,TX,75024,972-673-7000,Larry D. Young,"President, Chief Executive Officer & Director","5301 Legacy Dr., Plano, TX 75024",DPS,"Dr Pepper Snapple Group, Inc.",6440,2.5,847.0,10.9,9791,2134.0,81e01bda5e078f8c38a464022c415bd2
416,417,Dillard’s,http://www.dillards.com,30800,Retailing,General Merchandisers,"Little Rock, AR",1600 Cantrell Rd.,Little Rock,AR,72201,501-376-5200,William T. Dillard II,Chairman & Chief Executive Officer,"1600 Cantrell Rd., Little Rock, AR 72201",DDS,"Dillard's, Inc.",6418,-5.0,169.2,-37.2,3888,1717.0,bdea8f560021c2d695986f3718f0bcfb
417,418,HRG Group,http://www.hrggroup.com,16021,Household Products,Household and Personal Products,"New York, NY",450 Park Ave.,New York,NY,10022,212-906-8555,Joseph S. Steinberg,Chairman & Chief Executive Officer,"450 Park Ave., New York, NY 10022",HRG,"HRG Group, Inc.",6403,10.1,-198.8,-37.2,35793,638.0,b9026d80b47d36301bdeb6ee02c8aa54
418,419,CMS Energy,http://www.cmsenergy.com,7750,Energy,Utilities: Gas and Electric,"Jackson, MI",1 Energy Plaza,Jackson,MI,49201,517-788-0550,Patricia K. Poppe,"President, Chief Executive Officer & Director","1 Energy Plaza, Jackson, MI 49201",CMS,CMS Energy Corporation,6399,-0.9,551.0,5.4,21622,4253.0,e79a75522e73e41a0f9bb24a45bbca6b
419,420,Graybar Electric,http://www.graybar.com,8500,Wholesalers,Wholesalers: Diversified,"St. Louis, MO",34 N. Meramec Ave.,St. Louis,MO,63105,314-573-9200,Kathleen M. Mazzarella,"Chairman, President & Chief Executive Officer","34 N. Meramec Ave., St. Louis, MO 63105",CMS,"Graybar Electric Company, Inc.",6385,4.5,93.1,2.2,2099,728.0,9a6489a8fe2da7fa47db9a9f55739afa
420,421,Builders FirstSource,http://www.bldr.com,14000,Materials,"Building Materials, Glass","Dallas, TX",2001 Bryan St.,Dallas,TX,75201,214-880-3500,Floyd F. Sherman,Chief Executive Officer & Director,"2001 Bryan St., Dallas, TX 75201",BLDR,"Builders FirstSource, Inc.",6367,78.6,144.3,2.2,2910,310.0,82a26cb0b3abb974398e6c5ab0d19514
421,422,Yum Brands,http://www.yum.com,90000,"Hotels, Restaurants & Leisure",Food Services,"Louisville, KY",1441 Gardiner Lane,Louisville,KY,40213,502-874-8300,Greg Creed,Chief Executive Officer & Director,"1441 Gardiner Lane, Louisville, KY 40213",YUM,"Yum! Brands, Inc.",6366,-51.4,1619.0,25.2,5478,-5656.0,06525b5362e1a0cc02d06aa4ed2dd7af
422,423,Casey’s General Stores,http://www.caseys.com,24724,Retailing,Specialty Retailers: Other,"Ankeny, IA",1 Convenience Blvd.,Ankeny,IA,50021,515-965-6100,Terry W. Handley,"President, Chief Executive Officer & Director","1 Convenience Blvd., Ankeny, IA 50021",CASY,"Casey's General Stores, Inc.",6304,-10.6,226.0,25.1,2726,1084.0,fbd671101524f67b3d1490e514a196b2
423,424,Amphenol,http://www.amphenol.com,62000,Technology,Network and Other Communications Equipment,"Wallingford, CT",358 Hall Ave.,Wallingford,CT,6492,203-265-8900,R. Adam Norwitt,"President, Chief Executive Officer & Director","358 Hall Ave., Wallingford, CT 06492",APH,Amphenol Corporation,6286,12.9,822.9,7.8,8499,3675.0,cd8923d2c79a102578a185e2c1492789
424,425,Oshkosh,http://www.oshkoshcorporation.com,13800,Industrials,Construction and Farm Machinery,"Oshkosh, WI",2307 Oregon St.,Oshkosh,WI,54902,920-235-9150,Wilson R. Jones,"President, Chief Executive Officer & Director","2307 Oregon St., Oshkosh, WI 54902",OSK,Oshkosh Corporation,6279,3.0,216.4,-5.7,4514,1977.0,642e13d13dc0039128b4c4aa5e2e00c6
425,426,iHeartMedia,http://www.iheartmedia.com,18700,Media,Entertainment,"San Antonio, TX",200 E. Basse Rd.,San Antonio,TX,78209,210-822-2828,Robert W. Pittman,Chairman & Chief Executive Officer,"200 E. Basse Rd., San Antonio, TX 78209",IHRT,"iHeartMedia, Inc.",6274,0.5,-296.3,-5.7,12862,-11021.0,5e28b6bb0d722afc2412d4f7a3a6ca8c
426,427,TreeHouse Foods,http://www.treehousefoods.com,16027,"Food, Beverages & Tobacco",Food Consumer Products,"Oak Brook, IL",2021 Spring Rd.,Oak Brook,IL,60523,708-483-1300,Sam K. Reed,Chairman & Chief Executive Officer,"2021 Spring Rd., Oak Brook, IL 60523",THS,"TreeHouse Foods, Inc.",6175,92.6,-228.6,-298.9,6546,2503.0,b75013b6e8217bacacd2718d57f6a764
